Category,Question,Bot Response,Language,Source
Legal Rights,Is domestic violence a crime in Kenya?,"Yes, under the Protection Against Domestic Violence Act (2015), survivors can seek legal redress.",English,Kenyan Law
Health,Where can I get PEP after sexual assault?,Visit the nearest public hospital or GBV recovery centre within 72 hours and request PEP treatment.,English,MOH Kenya / NGOs
Digital Safety,Ninawezaje kujilinda dhidi ya unyanyasaji mtandaoni?,"Block mtu, hifadhi ushahidi (screenshots), na piga ripoti kwa DCI Cybercrime Unit kupitia 999.",Kiswahili,DCI Cybercrime Unit
Health,"Nataka PEP juu ya assault, naipata wapi?","Cheki hospitali kubwa karibu na wewe ndani ya 72hrs, ulizia PEP treatment.",Sheng,MOH Kenya / NGOs
Health,Naweza pata PEP wapi baada ya kubakwa?,Nenda hospitali ya umma au kituo cha GBV ndani ya masaa 72 na uombe PEP.,Kiswahili,MOH Kenya / NGOs
Legal Rights,Sheria ya Kenya inasemaje kuhusu ubakaji?,Ubakaji ni kosa chini ya Sexual Offences Act (2006). Wanaokamatwa wanaweza kufungwa maisha.,Kiswahili,Kenyan Law
Emergency SOS,Kuna msee ananistalk,Kaa place iko na wasee wengi na pigia 999 ama 1195 mara moja.,Sheng,Kenya GBV Helpline
Shelter,Shelters available in Kisumu?,Reach out to local NGOs and Usikimye for safe accommodation and counseling in Kisumu.,English,NGO Directory
Legal Rights,Sheria ya Kenya inasemaje kuhusu ubakaji?,Ubakaji ni kosa chini ya Sexual Offences Act (2006). Wanaokamatwa wanaweza kufungwa maisha.,Kiswahili,Kenyan Law
Emergency SOS,Someone is following me,Stay in a safe public place if possible and call 999 immediately. You can also text 'HELP' to 1195.,English,Kenya GBV Helpline
Legal Rights,Rape iko aje kwa law ya Kenya?,Ni crime kubwa chini ya Sexual Offences Act. Uneza enda jela life.,Sheng,Kenyan Law
Legal Rights,Sheria ya Kenya inasemaje kuhusu ubakaji?,Ubakaji ni kosa chini ya Sexual Offences Act (2006). Wanaokamatwa wanaweza kufungwa maisha.,Kiswahili,Kenyan Law
GBV Reporting,Nitaripoti aje unyanyasaji wa nyumbani?,"Ikiwa ni salama, nenda kituo cha polisi au pigia 999/1195. Hifadhi rekodi za hospitali na jaza fomu ya P3.",Kiswahili,Police / NGOs
Digital Safety,Nitalinda aje account zangu mtandaoni?,"Tumia nywila ngumu, weka two-factor authentication, na usishiriki maelezo binafsi.",Kiswahili,DCI Cybercrime Unit
Legal Rights,Rape iko aje kwa law ya Kenya?,Ni crime kubwa chini ya Sexual Offences Act. Uneza enda jela life.,Sheng,Kenyan Law
Digital Safety,How do I stop online harassment?,"Block and report the harasser, keep screenshots, and contact the DCI Cybercrime Unit via 999 if threats escalate.",English,DCI Cybercrime Unit
Health,Ninawezaje kupata ushauri nasaha baada ya GBV?,Piga 1195 kwa msaada wa kisaikolojia au tembelea mashirika kama LVCT Health.,Kiswahili,MOH Kenya / NGOs
Health,"Nataka PEP juu ya assault, naipata wapi?","Cheki hospitali kubwa karibu na wewe ndani ya 72hrs, ulizia PEP treatment.",Sheng,MOH Kenya / NGOs
Emergency SOS,Mtu ananifuatilia,Kaa sehemu yenye watu na pigia 999 mara moja au piga simu ya bure 1195.,Kiswahili,Kenya GBV Helpline
Digital Safety,Nitalock aje account yangu Facebook?,"Tumia password ngumu, weka 2FA, na usishow details zako online.",Sheng,DCI Cybercrime Unit
Shelter,Kisumu naweza lala wapi safe?,Ngo NGOs kama Usikimye watakupatia place ya kukaa na support.,Sheng,NGO Directory
Legal Rights,Is domestic violence a crime in Kenya?,"Yes, under the Protection Against Domestic Violence Act (2015), survivors can seek legal redress.",English,Kenyan Law
Health,"Nataka PEP juu ya assault, naipata wapi?","Cheki hospitali kubwa karibu na wewe ndani ya 72hrs, ulizia PEP treatment.",Sheng,MOH Kenya / NGOs
Emergency SOS,Nisaidie niko kwa shida,"Pigia 999 ama piga 1195 saa hii, ni free na watakusaidia.",Sheng,Kenya GBV Helpline
GBV Reporting,How do I report domestic violence?,"If safe, go to the nearest police station or call 999/1195. Keep medical records and file a P3 form.",English,Police / NGOs
Emergency SOS,Someone is following me,Stay in a safe public place if possible and call 999 immediately. You can also text 'HELP' to 1195.,English,Kenya GBV Helpline
Shelter,"Nahitaji shelter Kisumu, nifanye nini?",Piga simu kwa NGOs za hapa kama Usikimye kupata hifadhi na usaidizi.,Kiswahili,NGO Directory
Shelter,"Nahitaji shelter Kisumu, nifanye nini?",Piga simu kwa NGOs za hapa kama Usikimye kupata hifadhi na usaidizi.,Kiswahili,NGO Directory
Health,"Nimekuwa victim wa GBV, naweza ongea na counselor?",Pigia 1195 ama enda NGO kama LVCT Health upate counseling.,Sheng,MOH Kenya / NGOs
Shelter,"Nahitaji shelter Kisumu, nifanye nini?",Piga simu kwa NGOs za hapa kama Usikimye kupata hifadhi na usaidizi.,Kiswahili,NGO Directory
Legal Rights,Sheria ya Kenya inasemaje kuhusu ubakaji?,Ubakaji ni kosa chini ya Sexual Offences Act (2006). Wanaokamatwa wanaweza kufungwa maisha.,Kiswahili,Kenyan Law
GBV Reporting,"Kuna msee ananiharrass job, nafaa fanya nini?","Report kwa boss wako, police ama pigia 1195. Pia FIDA na Usikimye wanasaidia.",Sheng,Police / NGOs
Legal Rights,Is domestic violence a crime in Kenya?,"Yes, under the Protection Against Domestic Violence Act (2015), survivors can seek legal redress.",English,Kenyan Law
Health,"Nataka PEP juu ya assault, naipata wapi?","Cheki hospitali kubwa karibu na wewe ndani ya 72hrs, ulizia PEP treatment.",Sheng,MOH Kenya / NGOs
GBV Reporting,Naweza ripoti wapi kuhusu kudhulumiwa kingono?,"Ripoti kwa polisi, pigia 1195, au wasiliana na mashirika kama FIDA-Kenya kwa msaada wa kisheria.",Kiswahili,Police / NGOs
Emergency SOS,"I am in danger, help me","If you are in immediate danger, call 999 (Kenya Police) or the GBV Helpline 1195.",English,Kenya GBV Helpline
Legal Rights,Sheria ya Kenya inasemaje kuhusu ubakaji?,Ubakaji ni kosa chini ya Sexual Offences Act (2006). Wanaokamatwa wanaweza kufungwa maisha.,Kiswahili,Kenyan Law
GBV Reporting,Where can I report sexual harassment?,"You can report to the police, call 1195, or reach NGOs like FIDA-Kenya for legal support.",English,Police / NGOs
Digital Safety,"Msee ananistalk kwa Instagram, nifanye nini?","Block, chukua screenshots, na ukiwa threatened pigia 999 ama report DCI Cybercrime.",Sheng,DCI Cybercrime Unit
Health,Ninawezaje kupata ushauri nasaha baada ya GBV?,Piga 1195 kwa msaada wa kisaikolojia au tembelea mashirika kama LVCT Health.,Kiswahili,MOH Kenya / NGOs
Legal Rights,Rape iko aje kwa law ya Kenya?,Ni crime kubwa chini ya Sexual Offences Act. Uneza enda jela life.,Sheng,Kenyan Law
Legal Rights,Sheria ya Kenya inasemaje kuhusu ubakaji?,Ubakaji ni kosa chini ya Sexual Offences Act (2006). Wanaokamatwa wanaweza kufungwa maisha.,Kiswahili,Kenyan Law
Health,"Nimekuwa victim wa GBV, naweza ongea na counselor?",Pigia 1195 ama enda NGO kama LVCT Health upate counseling.,Sheng,MOH Kenya / NGOs
Shelter,"Niko Nairobi, naweza pata wapi shelter?",Wasiliana na Usikimye au FIDA-Kenya kwa malazi salama na msaada wa kisheria Nairobi.,Kiswahili,NGO Directory
Emergency SOS,Nisaidie niko kwa shida,"Pigia 999 ama piga 1195 saa hii, ni free na watakusaidia.",Sheng,Kenya GBV Helpline
Legal Rights,What does Kenyan law say about rape?,Rape is illegal under the Sexual Offences Act (2006). Offenders face life imprisonment.,English,Kenyan Law
GBV Reporting,"Kuna msee ananiharrass job, nafaa fanya nini?","Report kwa boss wako, police ama pigia 1195. Pia FIDA na Usikimye wanasaidia.",Sheng,Police / NGOs
Digital Safety,Nitalock aje account yangu Facebook?,"Tumia password ngumu, weka 2FA, na usishow details zako online.",Sheng,DCI Cybercrime Unit
GBV Reporting,How do I report domestic violence?,"If safe, go to the nearest police station or call 999/1195. Keep medical records and file a P3 form.",English,Police / NGOs
Emergency SOS,Mtu ananifuatilia,Kaa sehemu yenye watu na pigia 999 mara moja au piga simu ya bure 1195.,Kiswahili,Kenya GBV Helpline
Legal Rights,Sheria ya Kenya inasemaje kuhusu ubakaji?,Ubakaji ni kosa chini ya Sexual Offences Act (2006). Wanaokamatwa wanaweza kufungwa maisha.,Kiswahili,Kenyan Law
Legal Rights,Is domestic violence a crime in Kenya?,"Yes, under the Protection Against Domestic Violence Act (2015), survivors can seek legal redress.",English,Kenyan Law
Legal Rights,"Je, unyanyasaji wa nyumbani ni kosa?","Ndiyo, chini ya Protection Against Domestic Violence Act (2015), unaweza kuripoti na kupata msaada.",Kiswahili,Kenyan Law
Shelter,Shelters available in Kisumu?,Reach out to local NGOs and Usikimye for safe accommodation and counseling in Kisumu.,English,NGO Directory
GBV Reporting,Where can I report sexual harassment?,"You can report to the police, call 1195, or reach NGOs like FIDA-Kenya for legal support.",English,Police / NGOs
Emergency SOS,Someone is following me,Stay in a safe public place if possible and call 999 immediately. You can also text 'HELP' to 1195.,English,Kenya GBV Helpline
Health,Where can I get PEP after sexual assault?,Visit the nearest public hospital or GBV recovery centre within 72 hours and request PEP treatment.,English,MOH Kenya / NGOs
Health,"Nataka PEP juu ya assault, naipata wapi?","Cheki hospitali kubwa karibu na wewe ndani ya 72hrs, ulizia PEP treatment.",Sheng,MOH Kenya / NGOs
Emergency SOS,"I am in danger, help me","If you are in immediate danger, call 999 (Kenya Police) or the GBV Helpline 1195.",English,Kenya GBV Helpline
Emergency SOS,Nisaidie niko kwa shida,"Pigia 999 ama piga 1195 saa hii, ni free na watakusaidia.",Sheng,Kenya GBV Helpline
Digital Safety,Nitalinda aje account zangu mtandaoni?,"Tumia nywila ngumu, weka two-factor authentication, na usishiriki maelezo binafsi.",Kiswahili,DCI Cybercrime Unit
GBV Reporting,Naweza ripoti wapi kuhusu kudhulumiwa kingono?,"Ripoti kwa polisi, pigia 1195, au wasiliana na mashirika kama FIDA-Kenya kwa msaada wa kisheria.",Kiswahili,Police / NGOs
Shelter,Where can I find a safe house in Nairobi?,You can contact Usikimye or FIDA-Kenya for shelter and legal aid in Nairobi.,English,NGO Directory
Emergency SOS,Kuna msee ananistalk,Kaa place iko na wasee wengi na pigia 999 ama 1195 mara moja.,Sheng,Kenya GBV Helpline
Digital Safety,How do I stop online harassment?,"Block and report the harasser, keep screenshots, and contact the DCI Cybercrime Unit via 999 if threats escalate.",English,DCI Cybercrime Unit
Legal Rights,"Je, unyanyasaji wa nyumbani ni kosa?","Ndiyo, chini ya Protection Against Domestic Violence Act (2015), unaweza kuripoti na kupata msaada.",Kiswahili,Kenyan Law
Emergency SOS,"Niko kwa hatari, saidia",Pigia simu 999 (Polisi) au piga namba ya bure 1195 kwa msaada wa GBV.,Kiswahili,Kenya GBV Helpline
Digital Safety,Ninawezaje kujilinda dhidi ya unyanyasaji mtandaoni?,"Block mtu, hifadhi ushahidi (screenshots), na piga ripoti kwa DCI Cybercrime Unit kupitia 999.",Kiswahili,DCI Cybercrime Unit
Health,Ninawezaje kupata ushauri nasaha baada ya GBV?,Piga 1195 kwa msaada wa kisaikolojia au tembelea mashirika kama LVCT Health.,Kiswahili,MOH Kenya / NGOs
Shelter,Nairobi kuna safe house gani?,Cheki Usikimye au FIDA watakuchanua na shelter na msaada ya law.,Sheng,NGO Directory
GBV Reporting,Naweza report aje GBV?,Cheki police station karibu na wewe ama pigia 999/1195. Pia NGOs kama FIDA zinasaidia.,Sheng,Police / NGOs
Emergency SOS,Someone is following me,Stay in a safe public place if possible and call 999 immediately. You can also text 'HELP' to 1195.,English,Kenya GBV Helpline
Health,Where can I get PEP after sexual assault?,Visit the nearest public hospital or GBV recovery centre within 72 hours and request PEP treatment.,English,MOH Kenya / NGOs
Shelter,"Niko Nairobi, naweza pata wapi shelter?",Wasiliana na Usikimye au FIDA-Kenya kwa malazi salama na msaada wa kisheria Nairobi.,Kiswahili,NGO Directory
Digital Safety,Ninawezaje kujilinda dhidi ya unyanyasaji mtandaoni?,"Block mtu, hifadhi ushahidi (screenshots), na piga ripoti kwa DCI Cybercrime Unit kupitia 999.",Kiswahili,DCI Cybercrime Unit
Legal Rights,"Je, unyanyasaji wa nyumbani ni kosa?","Ndiyo, chini ya Protection Against Domestic Violence Act (2015), unaweza kuripoti na kupata msaada.",Kiswahili,Kenyan Law
Digital Safety,Nitalock aje account yangu Facebook?,"Tumia password ngumu, weka 2FA, na usishow details zako online.",Sheng,DCI Cybercrime Unit
Digital Safety,"Msee ananistalk kwa Instagram, nifanye nini?","Block, chukua screenshots, na ukiwa threatened pigia 999 ama report DCI Cybercrime.",Sheng,DCI Cybercrime Unit
Legal Rights,What does Kenyan law say about rape?,Rape is illegal under the Sexual Offences Act (2006). Offenders face life imprisonment.,English,Kenyan Law
Shelter,Kisumu naweza lala wapi safe?,Ngo NGOs kama Usikimye watakupatia place ya kukaa na support.,Sheng,NGO Directory
Health,How to access counseling after GBV?,Call 1195 for referral to psychosocial support or visit NGOs like LVCT Health for counseling.,English,MOH Kenya / NGOs
Shelter,"Nahitaji shelter Kisumu, nifanye nini?",Piga simu kwa NGOs za hapa kama Usikimye kupata hifadhi na usaidizi.,Kiswahili,NGO Directory
Health,Where can I get PEP after sexual assault?,Visit the nearest public hospital or GBV recovery centre within 72 hours and request PEP treatment.,English,MOH Kenya / NGOs
GBV Reporting,Nitaripoti aje unyanyasaji wa nyumbani?,"Ikiwa ni salama, nenda kituo cha polisi au pigia 999/1195. Hifadhi rekodi za hospitali na jaza fomu ya P3.",Kiswahili,Police / NGOs
GBV Reporting,Naweza ripoti wapi kuhusu kudhulumiwa kingono?,"Ripoti kwa polisi, pigia 1195, au wasiliana na mashirika kama FIDA-Kenya kwa msaada wa kisheria.",Kiswahili,Police / NGOs
GBV Reporting,"Kuna msee ananiharrass job, nafaa fanya nini?","Report kwa boss wako, police ama pigia 1195. Pia FIDA na Usikimye wanasaidia.",Sheng,Police / NGOs
Health,Ninawezaje kupata ushauri nasaha baada ya GBV?,Piga 1195 kwa msaada wa kisaikolojia au tembelea mashirika kama LVCT Health.,Kiswahili,MOH Kenya / NGOs
Emergency SOS,Nisaidie niko kwa shida,"Pigia 999 ama piga 1195 saa hii, ni free na watakusaidia.",Sheng,Kenya GBV Helpline
Digital Safety,How do I secure my social media accounts?,"Use strong passwords, enable two-factor authentication, and avoid sharing personal details.",English,DCI Cybercrime Unit
Digital Safety,How do I secure my social media accounts?,"Use strong passwords, enable two-factor authentication, and avoid sharing personal details.",English,DCI Cybercrime Unit
GBV Reporting,Where can I report sexual harassment?,"You can report to the police, call 1195, or reach NGOs like FIDA-Kenya for legal support.",English,Police / NGOs
Digital Safety,Ninawezaje kujilinda dhidi ya unyanyasaji mtandaoni?,"Block mtu, hifadhi ushahidi (screenshots), na piga ripoti kwa DCI Cybercrime Unit kupitia 999.",Kiswahili,DCI Cybercrime Unit
Emergency SOS,Mtu ananifuatilia,Kaa sehemu yenye watu na pigia 999 mara moja au piga simu ya bure 1195.,Kiswahili,Kenya GBV Helpline
Health,Ninawezaje kupata ushauri nasaha baada ya GBV?,Piga 1195 kwa msaada wa kisaikolojia au tembelea mashirika kama LVCT Health.,Kiswahili,MOH Kenya / NGOs
Shelter,Where can I find a safe house in Nairobi?,You can contact Usikimye or FIDA-Kenya for shelter and legal aid in Nairobi.,English,NGO Directory
Shelter,Nairobi kuna safe house gani?,Cheki Usikimye au FIDA watakuchanua na shelter na msaada ya law.,Sheng,NGO Directory
GBV Reporting,Nitaripoti aje unyanyasaji wa nyumbani?,"Ikiwa ni salama, nenda kituo cha polisi au pigia 999/1195. Hifadhi rekodi za hospitali na jaza fomu ya P3.",Kiswahili,Police / NGOs
Legal Rights,What does Kenyan law say about rape?,Rape is illegal under the Sexual Offences Act (2006). Offenders face life imprisonment.,English,Kenyan Law
Legal Rights,Kupatiwa mangumi na bae ni crime?,"Ndiyo, ni domestic violence na uneza report chini ya law ya 2015.",Sheng,Kenyan Law
Emergency SOS,"I am in danger, help me","If you are in immediate danger, call 999 (Kenya Police) or the GBV Helpline 1195.",English,Kenya GBV Helpline
Digital Safety,How do I secure my social media accounts?,"Use strong passwords, enable two-factor authentication, and avoid sharing personal details.",English,DCI Cybercrime Unit
Digital Safety,Ninawezaje kujilinda dhidi ya unyanyasaji mtandaoni?,"Block mtu, hifadhi ushahidi (screenshots), na piga ripoti kwa DCI Cybercrime Unit kupitia 999.",Kiswahili,DCI Cybercrime Unit
Legal Rights,Sheria ya Kenya inasemaje kuhusu ubakaji?,Ubakaji ni kosa chini ya Sexual Offences Act (2006). Wanaokamatwa wanaweza kufungwa maisha.,Kiswahili,Kenyan Law
Emergency SOS,Someone is following me,Stay in a safe public place if possible and call 999 immediately. You can also text 'HELP' to 1195.,English,Kenya GBV Helpline
Emergency SOS,"Niko kwa hatari, saidia",Pigia simu 999 (Polisi) au piga namba ya bure 1195 kwa msaada wa GBV.,Kiswahili,Kenya GBV Helpline
Emergency SOS,"Niko kwa hatari, saidia",Pigia simu 999 (Polisi) au piga namba ya bure 1195 kwa msaada wa GBV.,Kiswahili,Kenya GBV Helpline
Emergency SOS,Kuna msee ananistalk,Kaa place iko na wasee wengi na pigia 999 ama 1195 mara moja.,Sheng,Kenya GBV Helpline
GBV Reporting,Where can I report sexual harassment?,"You can report to the police, call 1195, or reach NGOs like FIDA-Kenya for legal support.",English,Police / NGOs
Legal Rights,Kupatiwa mangumi na bae ni crime?,"Ndiyo, ni domestic violence na uneza report chini ya law ya 2015.",Sheng,Kenyan Law
Health,Ninawezaje kupata ushauri nasaha baada ya GBV?,Piga 1195 kwa msaada wa kisaikolojia au tembelea mashirika kama LVCT Health.,Kiswahili,MOH Kenya / NGOs
Shelter,Shelters available in Kisumu?,Reach out to local NGOs and Usikimye for safe accommodation and counseling in Kisumu.,English,NGO Directory
